code_etab;id_contrib;comment_1;note_globale_1;sentiment_SERVICE_1;target_SERVICE_1;sample_SERVICE_1;sentiment_AMBIANCE_1;target_AMBIANCE_1;sample_AMBIANCE_1;sentiment_QUALITY_1;target_QUALITY_1;sample_QUALITY_1;sentiment_PRICE_1;target_PRICE_1;sample_PRICE_1;sentiment_GENERAL_1;target_GENERAL_1;sample_GENERAL_1;sentiment_LOCATION_1;target_LOCATION_1;sample_LOCATION_1;comment_2;note_globale_2;sentiment_SERVICE_2;target_SERVICE_2;sample_SERVICE_2;sentiment_AMBIANCE_2;target_AMBIANCE_2;sample_AMBIANCE_2;sentiment_QUALITY_2;target_QUALITY_2;sample_QUALITY_2;sentiment_PRICE_2;target_PRICE_2;sample_PRICE_2;sentiment_GENERAL_2;target_GENERAL_2;sample_GENERAL_2;sentiment_LOCATION_2;target_LOCATION_2;sample_LOCATION_2;comment_3;note_globale_3;sentiment_SERVICE_3;target_SERVICE_3;sample_SERVICE_3;sentiment_AMBIANCE_3;target_AMBIANCE_3;sample_AMBIANCE_3;sentiment_QUALITY_3;target_QUALITY_3;sample_QUALITY_3;sentiment_PRICE_3;target_PRICE_3;sample_PRICE_3;sentiment_GENERAL_3;target_GENERAL_3;sample_GENERAL_3;sentiment_LOCATION_3;target_LOCATION_3;sample_LOCATION_3;summary_SERVICE;summary_AMBIANCE;summary_QUALITY;summary_PRICE;summary_GENERAL;summary_LOCATION
51100835;5667cc8ad1db7e18d30341f5;"Malgré une occasion unique et une addition en conséquence, le personnel semble déconcerté  de notre demande d'offrir le digestif. Comme tout le secteur de la restauration qui a accueilli  la baisse de la tva à bras ouverts et qui semble incapable aujourd'hui du moindre geste commercial! Pourtant, vendre les apéritifs 7 à 8 fois le prix en supermarché ne choque pas; tant mieux pour vous! Sans doute bénéficiez vous d'une clientèle aisée ( chasuble orange, fusil au bras et 4*4) qui ne réclame jamais. Dommage car sinon c'était bon, mais la restauration c'est un tout et comme les endives, j'en conserverai une certaine amertume. Guillaume.";3;"negative";"personnel";"le personnel semble déconcerté  de notre demande d'offrir le digestif";"-";"-";"-";"-";"-";"-";"negative";"prix";"vendre les apéritifs 7 à 8 fois le prix en supermarché ne choque pas";"-";"-";"-";"-";"-";"-";"Cette auberge fait brasserie et restaurant. Neanmoins Il est fermé le mardi";3;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"restaurant";"Cette auberge fait brasserie et restaurant";"-";"-";"-";"Restaurant très très agréable, cuisine raffinée et délicate, accueil convivial et situation géographique top Si vous souhaitez bien manger au même tarif qu'un 3 brasseurs ou autres restaurant de chaîne, laissez tomber et allez à la croix ou pile";3;"positive";"accueil";"accueil convivial et situation géographique top Si vous souhaitez bien manger au même tarif qu'un 3 brasseurs ou autres restaurant de chaîne";"-";"-";"-";"positive";"cuisine";"cuisine raffinée et délicate";"-";"-";"-";"positive";"Restaurant, restaurant";"Restaurant très très agréable";"-";"-";"-";"neutral";"-";"positive";"negative";"positive";"-"
51101151;5667cc94d1db7e18d3036e90;"C'est vraiment la découverte à faire pour tous les amoureux de vrais bons produits italiens! On y trouve absolument tout pour faire notre bonheur et tout vient directement d'Italie alors je vous passe les détails côté qualité et saveurs, c'est du top! La cuisine est fine, généreuse et respectueuse des traditions. Ou bien opterez-vous pour un petit café bien corsé en terrasse... Côté ambiance, on s'y croirait, c'est un peu la dolce vita et le temps s'arrête. En plus, c'est un quartier de Marseille reposant. Je recommande vivement quitte à traverser toute la ville!";4;"-";"-";"-";"positive";"terrasse, ambiance";"Côté ambiance";"positive";"produits, cuisine";"La cuisine est fine";"-";"-";"-";"-";"-";"-";"-";"-";"-";"C'est vraiment la découverte à faire pour tous les amoureux de vrais bons produits italiens! On y trouve absolument tout pour faire notre bonheur et tout vient directement d'Italie alors je vous passe les détails côté qualité et saveurs, c'est du top! La cuisine est fine, généreuse et respectueuse des traditions. Ou bien opterez-vous pour un petit café bien corsé en terrasse... Côté ambiance, on s'y croirait, c'est un peu la dolce vita et le temps s'arrête. En plus, c'est un quartier de Marseille reposant. Je recommande vivement quitte à traverser toute la ville!";4;"-";"-";"-";"positive";"terrasse, ambiance";"Côté ambiance";"positive";"produits, cuisine";"La cuisine est fine";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"-";"-";"-"
51105798;59be8e7bf238b4379bfd5170;"Déçu , nous  sommes allé sur recommandations , on nous avait prévenu que le service était très très très long , comptez entre 30 et 40 min entre les plats ...la cuisine est bonne et familiale de ce côté là rien à  dire  - Attention a l'amabilité des serveuses à qui il manque cruellement le sourire  et l'amabilité - tarif plus que correct pour la qualité servie , je recommande sur ce point.";2;"positive";"service, serveuses";"la cuisine est bonne et familiale de ce côté là rien à  dire  - Attention a l'amabilité des serveuses à qui il manque cruellement le sourire  et l'amabilité - tarif plus que correct pour la qualité servie";"-";"-";"-";"positive";"plats, cuisine";"la cuisine est bonne et familiale de ce côté là rien à  dire  - Attention a l'amabilité des serveuses à qui il manque cruellement le sourire  et l'amabilité - tarif plus que correct pour la qualité servie";"positive";"tarif";"la cuisine est bonne et familiale de ce côté là rien à  dire  - Attention a l'amabilité des serveuses à qui il manque cruellement le sourire  et l'amabilité - tarif plus que correct pour la qualité servie";"-";"-";"-";"-";"-";"-";"Déçu , nous  sommes allé sur recommandations , on nous avait prévenu que le service était très très très long , comptez entre 30 et 40 min entre les plats ...la cuisine est bonne et familiale de ce côté là rien à  dire  - Attention a l'amabilité des serveuses à qui il manque cruellement le sourire  et l'amabilité - tarif plus que correct pour la qualité servie , je recommande sur ce point.";2;"positive";"service, serveuses";"la cuisine est bonne et familiale de ce côté là rien à  dire  - Attention a l'amabilité des serveuses à qui il manque cruellement le sourire  et l'amabilité - tarif plus que correct pour la qualité servie";"-";"-";"-";"positive";"plats, cuisine";"la cuisine est bonne et familiale de ce côté là rien à  dire  - Attention a l'amabilité des serveuses à qui il manque cruellement le sourire  et l'amabilité - tarif plus que correct pour la qualité servie";"positive";"tarif";"la cuisine est bonne et familiale de ce côté là rien à  dire  - Attention a l'amabilité des serveuses à qui il manque cruellement le sourire  et l'amabilité - tarif plus que correct pour la qualité servie";"-";"-";"-";"-";"-";"-";"-";2;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"positive";"-";"-"
51110580;580e6abc9bfdf3177f476eda;"Ils previennent au bout d une heure de demande de livraison qu il n ya plus de saumon je suis tres enervé";1;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"les sashimi etaient delicieux! Un vrai regale!! Sushi Shop c'est vraiment top!";1;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Super!";1;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
51114044;599eb9581f46142e6bdbdd6f;"Très bien à conseiller vivement";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Très bien à conseiller vivement";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
51116103;5667cc95d1db7e18d30373fb;"On recommande fortement ce restaurent suite à notre mariage que nous avons organisé chez eux, leurs accueils chaleureux et discrets, le repas exquis et le cadre familial nous à permis de passer un moment mémorable qui nous à beaucoup plus.Au delà de la restauration ils ont été de très bons conseils sur l’organisation et la décoration. Merci à eux d'avoir contribué à la réussite de cette journée.";5;"-";"-";"-";"positive";"cadre";"le repas exquis et le cadre familial nous à permis de passer un moment mémorable qui nous à beaucoup plus";"positive";"repas";"le repas exquis et le cadre familial nous à permis de passer un moment mémorable qui nous à beaucoup plus";"-";"-";"-";"-";"-";"-";"-";"-";"-";"On recommande fortement ce restaurent suite à notre mariage que nous avons organisé chez eux, leurs accueils chaleureux et discrets, le repas exquis et le cadre familial nous à permis de passer un moment mémorable qui nous à beaucoup plus.Au delà de la restauration ils ont été de très bons conseils sur l’organisation et la décoration. Merci à eux d'avoir contribué à la réussite de cette journée.";5;"-";"-";"-";"positive";"cadre";"le repas exquis et le cadre familial nous à permis de passer un moment mémorable qui nous à beaucoup plus";"positive";"repas";"le repas exquis et le cadre familial nous à permis de passer un moment mémorable qui nous à beaucoup plus";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"-";"-";"-"
51124165;585815382cffdc76684df452;"Un immense MERCI à notre serveuse Amandine qui s'est montrée très gentille et surtout professionnelle , espérons que vous la gardiez longtemps";5;"positive";"serveuse";"Un immense MERCI à notre serveuse Amandine qui s'est montrée très gentille et surtout professionnelle";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Bon restaurant on regrette toujours la longue attente entre les plats mais dans l'ensemble je recommande.";5;"positive";"attente";"Bon restaurant on regrette toujours la longue attente entre les plats mais dans l'ensemble je recommande";"-";"-";"-";"positive";"plats";"Bon restaurant on regrette toujours la longue attente entre les plats mais dans l'ensemble je recommande";"-";"-";"-";"positive";"restaurant";"Bon restaurant on regrette toujours la longue attente entre les plats mais dans l'ensemble je recommande";"-";"-";"-";"Je connais la chaîne buffalo qui propose toujours des plats merveilleux et un service de qualité, mais là je suis tombé de haut. Si , j arrive a comprendre que le service soit long pour cause de restaurant remplie, je ne comprend pas comment le menu fête des mères ne nous a pas été proposé, comment après avoir demandé le ketchup pour mes enfants à 3 reprise il n est arrivé qu'après le repas des enfants et par une autre serveuse plus aimable que la notre. La table derrière nous était elle aussi insatisfaite. Le dessert tardant j ai pris celui des enfants inclus et payé l'addition. Pour les toilettes ce n était pas propre pour rester poli";5;"negative";"service, service, serveuse";"comment après avoir demandé le ketchup pour mes enfants à 3 reprise il n est arrivé qu'après le repas des enfants et par une autre serveuse plus aimable que la notre";"-";"-";"-";"negative";"plats, dessert";"Le dessert tardant j ai pris celui des enfants inclus et payé l'addition";"negative";"addition";"Le dessert tardant j ai pris celui des enfants inclus et payé l'addition";"negative";"restaurant";"j arrive a comprendre que le service soit long pour cause de restaurant remplie";"-";"-";"-";"neutral";"-";"neutral";"negative";"neutral";"-"
51131412;5667cc8bd1db7e18d303473c;"Ici c'est la convivialité qui prime. Cadre sympathique dans quartier populaire, à deux pas de la rue sainte catherine. Il y a toujours du monde, beaucoup d'étudiants, donc cela peut paraitre bruyant mais je dirais plutôt que l'endroit est vivant. Le service y est efficace, la carte fournie est bonne et variée, normalement tout le monde peut y trouver son compte. Enfin il faut noter que les prix pratiqués sont vraiment raisonnable au regard du gout et des portions; ce qui explique en partie que l'endroit soit souvent plein.";5;"positive";"service";"Le service y est efficace";"positive";"Cadre";"Cadre sympathique dans quartier populaire";"positive";"carte";"la carte fournie est bonne et variée";"positive";"prix";"Enfin il faut noter que les prix pratiqués sont vraiment raisonnable au regard du gout et des portions";"positive";"endroit, endroit";"donc cela peut paraitre bruyant mais je dirais plutôt que l'endroit est vivant";"-";"-";"-";"excellent,  des recettes qui changent et des assiettes bien garnies.  je recommande sans soucis et le plus la terrasse au soleil.";5;"-";"-";"-";"positive";"terrasse";"je recommande sans soucis et le plus la terrasse au soleil";"positive";"recettes, assiettes";"des recettes qui changent et des assiettes bien garnies";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Des plats thaï bons, copieux et vraiment pas chers (entre 9 et 11€). C'est pour ça qu'il est tout le temps plein et qu'il peut y avoir de l'attente aux heure de pointe. À tester";5;"negative";"attente";"C'est pour ça qu'il est tout le temps plein et qu'il peut y avoir de l'attente aux heure de pointe";"-";"-";"-";"positive";"plats thaï";"Des plats thaï bons";"-";"-";"-";"-";"-";"-";"-";"-";"-";"neutral";"positive";"positive";"positive";"positive";"-"
51133064;5667cc8bd1db7e18d30347a2;"Endroit agréable et propre . Excellente cuisine , on sent que les repas sont fait maison jusqu'au dessert . On ne regrette pas d'être venu .";4;"-";"-";"-";"-";"-";"-";"positive";"cuisine, repas";"on sent que les repas sont fait maison jusqu'au dessert";"-";"-";"-";"positive";"Endroit";"Endroit agréable et propre";"-";"-";"-";"Joli cadre, accueil sympa, rapport qualité/prix excellent : je reviendrai !";4;"positive";"accueil";"accueil sympa";"positive";"cadre";"Joli cadre";"-";"-";"-";"positive";"qualité / prix";"rapport qualité/prix excellent";"-";"-";"-";"-";"-";"-";"Alors la nous sommes ressortis de ce resto...paf!! Le ventre ravitaillé par une excellente cuisine qui a su rester traditionnelle, généreuse accompagnée d'une sauce à tout nettoyer avec le pain fait maison !! Même les enfants redemandaient des spaetzles! Le dessert gargantuesque et pour accompagner le café, une madeleine (fait maison évidemment) qui explose dans le palais!! L' accueil au top pour notre confort!! Bref un resto un peu perdu dans une rue mais qui en vaut le détour!!";4;"positive";"accueil";"L' accueil au top pour notre confort";"-";"-";"-";"positive";"cuisine, sauce, pain, dessert";"Le dessert gargantuesque et pour accompagner le café";"-";"-";"-";"positive";"resto, resto";"Alors la nous sommes ressortis de ce resto";"-";"-";"-";"positive";"positive";"positive";"positive";"positive";"-"
51136467;588cc2b249325205d0aae8a3;"nous avons adoré passer la soirée dans ce restaurant , tartine bien garnie avec du pain de campagne au gout fort sympa on a adoré , les salades sont bien garnie on y est pas volé..";5;"-";"-";"-";"-";"-";"-";"positive";"tartine, salades";"les salades sont bien garnie on y est pas volé";"-";"-";"-";"positive";"restaurant";"nous avons adoré passer la soirée dans ce restaurant";"-";"-";"-";"nous avons adoré passer la soirée dans ce restaurant , tartine bien garnie avec du pain de campagne au gout fort sympa on a adoré , les salades sont bien garnie on y est pas volé..";5;"-";"-";"-";"-";"-";"-";"positive";"tartine, salades";"les salades sont bien garnie on y est pas volé";"-";"-";"-";"positive";"restaurant";"nous avons adoré passer la soirée dans ce restaurant";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-"
51137518;598b21beb9471a29096002db;"Très bonne expérience. Avé la terrasse avec son petit brumisateur. La côte de taureau tip top. Recommande.";5;"-";"-";"-";"positive";"terrasse";"Avé la terrasse avec son petit brumisateur";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"tres bon ,soupe de poisson maison ,produit frais ,accueillant, service impeccable ,quand vous sortait de ce resto vous n avez plus du tout faim c est copieux et bien présenté.rien a redire";5;"positive";"service";"service impeccable";"-";"-";"-";"positive";"soupe de poisson maison";"soupe de poisson maison";"-";"-";"-";"positive";"resto";"quand vous sortait de ce resto vous n avez plus du tout faim c est copieux et bien présenté";"-";"-";"-";"Bonne qualité ,bon rapport qualité prix,une cuisine traditionnelle et régionale appréciable .A recommander";5;"-";"-";"-";"-";"-";"-";"positive";"qualité, cuisine";"une cuisine traditionnelle et régionale appréciable";"positive";"qualité prix";"bon rapport qualité prix";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"positive";"positive";"-"
51139653;5667cc96d1db7e18d303779f;"J'y vais à chaque fois que je suis dans le 6e (professionnellement), accueil chaleureux, on a l'impression d'être unique, un grand choix dans les différents plats, super bien présentés, une déco toujours actuelle sur les tables (Noël, Pâques ...), plats excellents, bon rapport qualité prix  ! Et toujours un mot gentil !";5;"positive";"accueil";"accueil chaleureux";"positive";"déco";"une déco toujours actuelle sur les tables (Noël";"positive";"plats, plats";"un grand choix dans les différents plats";"positive";"qualité prix";"bon rapport qualité prix";"-";"-";"-";"-";"-";"-";"J'y vais à chaque fois que je suis dans le 6e (professionnellement), accueil chaleureux, on a l'impression d'être unique, un grand choix dans les différents plats, super bien présentés, une déco toujours actuelle sur les tables (Noël, Pâques ...), plats excellents, bon rapport qualité prix  ! Et toujours un mot gentil !";5;"positive";"accueil";"accueil chaleureux";"positive";"déco";"une déco toujours actuelle sur les tables (Noël";"positive";"plats, plats";"un grand choix dans les différents plats";"positive";"qualité prix";"bon rapport qualité prix";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"positive";"-";"-"
51141798;5667cc95d1db7e18d303759b;"2 fois que je viens Manger le Midi dans la m&amp;ecirc;me semaine et un accueil et un service parfait tr&amp;egrave;s bon repas rapport qualit&amp;eacute; prix top, bravo au cuisinier.Je vais pas tarder &amp;agrave; revenir manger le soir. Toilette tr&amp;egrave;s propre. venir sans tard&amp;eacute;. ;-)";4;"positive";"accueil, service";"me semaine et un accueil et un service parfait tr&amp";"-";"-";"-";"positive";"repas";"s bon repas rapport qualit&amp";"positive";"prix";"prix top";"-";"-";"-";"-";"-";"-";"simple bon rapide et efficace pas cher pour un repas équilibré à midi. bon accueil :-)";4;"positive";"accueil";"bon accueil";"-";"-";"-";"positive";"repas";"simple bon rapide et efficace pas cher pour un repas équilibré à midi";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2 fois que je viens Manger le Midi dans la m&amp;ecirc;me semaine et un accueil et un service parfait tr&amp;egrave;s bon repas rapport qualit&amp;eacute; prix top, bravo au cuisinier.Je vais pas tarder &amp;agrave; revenir manger le soir. Toilette tr&amp;egrave;s propre. venir sans tard&amp;eacute;. ;-)";4;"positive";"accueil, service";"me semaine et un accueil et un service parfait tr&amp";"-";"-";"-";"positive";"repas";"s bon repas rapport qualit&amp";"positive";"prix";"prix top";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"positive";"-";"-"
51145309;5667cc8cd1db7e18d3034846;"Handicapé moteur, j'ai de graves difficultés à sortir de mon domicile. C'est pourquoi je suis un client très régulier. Les pizzas et les pastas sont savoureuses. En outre, les livreurs sont extrêmement sympathiques.";4;"-";"-";"-";"-";"-";"-";"positive";"pizzas";"Les pizzas et les pastas sont savoureuses";"-";"-";"-";"-";"-";"-";"-";"-";"-";"nous avons commandé deux pizzas chez eux ce soir. lors de la commande l'auditeur applique directement les réductions habituelles alors que nous sommes nouveaux clients et en plus leur pizza géantes étaient succulentes.  je recommande vivement cette pizzeria !";4;"-";"-";"-";"-";"-";"-";"negative";"pizzas, pizza";"nous avons commandé deux pizzas chez eux ce soir";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Handicapé moteur, j'ai de graves difficultés à sortir de mon domicile. C'est pourquoi je suis un client très régulier. Les pizzas et les pastas sont savoureuses. En outre, les livreurs sont extrêmement sympathiques.";4;"-";"-";"-";"-";"-";"-";"positive";"pizzas";"Les pizzas et les pastas sont savoureuses";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"neutral";"-";"-";"-"
51156150;5667cc96d1db7e18d3037a77;"une adresse qui tient dans le temps malgré une carte qui évolue peu. Une cuisine classique mais fraiche avec de bons produits et un très bon rapport qualité prix: bon foie gras dans un menu à 24 Euros .Le meilleur traditionnel sur tout le port.";4;"-";"-";"-";"-";"-";"-";"positive";"carte, cuisine, produits, foie gras";"bon foie gras dans un menu à 24 Euros";"positive";"qualité prix";"Une cuisine classique mais fraiche avec de bons produits et un très bon rapport qualité prix";"positive";"adresse";"une adresse qui tient dans le temps malgré une carte qui évolue peu";"positive";"port";"Une cuisine classique mais fraiche avec de bons produits et un très bon rapport qualité prix";"une adresse qui tient dans le temps malgré une carte qui évolue peu. Une cuisine classique mais fraiche avec de bons produits et un très bon rapport qualité prix: bon foie gras dans un menu à 24 Euros .Le meilleur traditionnel sur tout le port.";4;"-";"-";"-";"-";"-";"-";"positive";"carte, cuisine, produits, foie gras";"bon foie gras dans un menu à 24 Euros";"positive";"qualité prix";"Une cuisine classique mais fraiche avec de bons produits et un très bon rapport qualité prix";"positive";"adresse";"une adresse qui tient dans le temps malgré une carte qui évolue peu";"positive";"port";"Une cuisine classique mais fraiche avec de bons produits et un très bon rapport qualité prix";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"positive"
51158482;5667cc96d1db7e18d3037ab9;"Une brasserie, bien située dans la zone d'activités de La Garrigue. Service rapide et chaleureux. L'endroit grouille de monde le midi. Conseillé de réserver si on veut trouver une place !! Cuisine simple et bonne. Très bon rapport qualité prix.";5;"positive";"Service";"Service rapide et chaleureux";"-";"-";"-";"positive";"Cuisine";"Cuisine simple et bonne";"positive";"qualité prix";"Très bon rapport qualité prix";"positive";"endroit";"L'endroit grouille de monde le midi";"-";"-";"-";"Une brasserie, bien située dans la zone d'activités de La Garrigue. Service rapide et chaleureux. L'endroit grouille de monde le midi. Conseillé de réserver si on veut trouver une place !! Cuisine simple et bonne. Très bon rapport qualité prix.";5;"positive";"Service";"Service rapide et chaleureux";"-";"-";"-";"positive";"Cuisine";"Cuisine simple et bonne";"positive";"qualité prix";"Très bon rapport qualité prix";"positive";"endroit";"L'endroit grouille de monde le midi";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"positive";"positive";"-"
51158775;5667cc8cd1db7e18d3034a40;"Restaurant convivial et très correct rapport qualité prix.Le personnel pendant les vacances est peu expérimenter mais cela peu convenir.";4;"positive";"personnel";"Le personnel pendant les vacances est peu expérimenter mais cela peu convenir";"-";"-";"-";"-";"-";"-";"positive";"qualité prix";"Restaurant convivial et très correct rapport qualité prix";"positive";"Restaurant";"Restaurant convivial et très correct rapport qualité prix";"-";"-";"-";"c est le meilleur couscous que j ai mangé.je ne pensé pas trouvé un meilleur couscous que celui de ma mére et bien ci il et divin.";4;"-";"-";"-";"-";"-";"-";"neutral";"couscous, couscous";"c est le meilleur couscous que j ai mangé";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Restaurant convivial et très correct rapport qualité prix.Le personnel pendant les vacances est peu expérimenter mais cela peu convenir.";4;"positive";"personnel";"Le personnel pendant les vacances est peu expérimenter mais cela peu convenir";"-";"-";"-";"-";"-";"-";"positive";"qualité prix";"Restaurant convivial et très correct rapport qualité prix";"positive";"Restaurant";"Restaurant convivial et très correct rapport qualité prix";"-";"-";"-";"positive";"-";"neutral";"positive";"positive";"-"
51160472;5667cc8cd1db7e18d3034c74;"Nous y avons déjeuné. Non seulement l'accueil y est super sympa, mais en plus de se sentir vraiment accueillis, on y mange extrêmement bien. Un rapport qualité/prix comme jamais vu...";5;"negative";"accueil";"Non seulement l'accueil y est super sympa";"-";"-";"-";"-";"-";"-";"negative";"qualité / prix";"Un rapport qualité/prix comme jamais vu";"-";"-";"-";"-";"-";"-";"Nous y avons déjeuné. Non seulement l'accueil y est super sympa, mais en plus de se sentir vraiment accueillis, on y mange extrêmement bien. Un rapport qualité/prix comme jamais vu...";5;"negative";"accueil";"Non seulement l'accueil y est super sympa";"-";"-";"-";"-";"-";"-";"negative";"qualité / prix";"Un rapport qualité/prix comme jamais vu";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"negative";"-";"-";"negative";"-";"-"
51161214;569d2d626370b62a4c15db46;"Petit espace grand potentiel. La spécialité du chef : la socca revisité, découvert grâce à restopllitan , j y retourne régulièrement .";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Restaurant original dans la décoration intérieure. Entrées originales, plats de bons goûts et vins proposes de qualité. Service légèrement brusque mais personnel souriant.";5;"positive";"Service, personnel";"Service légèrement brusque mais personnel souriant";"-";"-";"-";"positive";"plats, vins";"plats de bons goûts et vins proposes de qualité";"-";"-";"-";"positive";"Restaurant";"Restaurant original dans la décoration intérieure";"-";"-";"-";"Petit espace grand potentiel. La spécialité du chef : la socca revisité, découvert grâce à restopllitan , j y retourne régulièrement .";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-";"positive";"-"
51162199;5667cc8dd1db7e18d3034d07;"La meilleure pizzeria de Nancy (voire plus) ! La pâte maison est délicieuse, et on en a pour son argent ! Cela fait 3 ans que je m'y rends toutes les semaines, c'est un délice ! Le personnel est extrêmement sympathique, ils sont toujours avenants, souriants et de bonne humeur ! De plus, il y a un large choix de pizzas,  et meme les mélanges surprenants au premier abord sont géniaux. Petit plus, on a droit à une pizza gratuite après 10 pizzas. Bref, je vous le conseil vivement. Toutes les personnes à qui j'ai fait goûter leurs pizzas ont été ravies ! :)";5;"positive";"personnel";"Le personnel est extrêmement sympathique";"-";"-";"-";"positive";"pâte, pizza, pizzas";"il y a un large choix de pizzas";"-";"-";"-";"-";"-";"-";"-";"-";"-";"La meilleure pizzeria de Nancy (voire plus) ! La pâte maison est délicieuse, et on en a pour son argent ! Cela fait 3 ans que je m'y rends toutes les semaines, c'est un délice ! Le personnel est extrêmement sympathique, ils sont toujours avenants, souriants et de bonne humeur ! De plus, il y a un large choix de pizzas,  et meme les mélanges surprenants au premier abord sont géniaux. Petit plus, on a droit à une pizza gratuite après 10 pizzas. Bref, je vous le conseil vivement. Toutes les personnes à qui j'ai fait goûter leurs pizzas ont été ravies ! :)";5;"positive";"personnel";"Le personnel est extrêmement sympathique";"-";"-";"-";"positive";"pâte, pizza, pizzas";"il y a un large choix de pizzas";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-";"-";"-"
